read.csv("test/data/tidy/data_cleaned.csv")study,es_id,yi,vi,sei,target_group,format,diagnosis,type,control,region,risk_of_bias,rob,rob_include_best,rob_exclude_worst,n_1,n_2,sample_size
"ransom, 2008",777,1.02305212199443,0.385387271356331,0.620795676012914,general medical,other formats,diagnosis,not-cbt-based,cau,north america,some concern,2,0,1,31,31,62
"ransom, 2008",778,0.618385500548629,0.166908556982244,0.408544436973806,general medical,other formats,diagnosis,not-cbt-based,cau,north america,some concern,2,0,1,31,31,62
"raue, 2019",779,0.794203367428169,0.317370374723316,0.56335634790363,older adults,individual,cut-off score,cbt-based,cau,north america,high,0,0,0,6,8,14
"raya-tena, 2021",780,0.0611989308872354,0.0105887266315595,0.102901538528632,general medical,group,cut-off score,not-cbt-based,cau,europe,some concern,3,0,1,204,176,380
"raya-tena, 2021",781,0.278918253205987,0.0171222739450179,0.130852107147795,general medical,group,cut-off score,not-cbt-based,cau,europe,some concern,3,0,1,204,204,408
"rehm, 1981",782,1.28180613511865,0.282875184817925,0.531860117716985,adults,group,cut-off score,not-cbt-based,wl,north america,some concern,1,0,1,6,14,20
"rehm, 1981",783,0.584905551114129,0.247419412042434,0.49741271801436,adults,group,cut-off score,not-cbt-based,wl,north america,some concern,1,0,1,6,14,20
"rehm, 1981",784,0.70002842902339,0.251451048211284,0.501448948758778,adults,group,cut-off score,not-cbt-based,wl,north america,some concern,1,0,1,6,14,20
"rehm, 1981",785,0.213657422654448,0.163313962600907,0.40412122265591,adults,group,cut-off score,not-cbt-based,wl,north america,some concern,1,0,1,11,14,25
"rehm, 1981",786,0.487885882913804,0.167428437772416,0.409180202077783,adults,group,cut-off score,not-cbt-based,wl,north america,some concern,1,0,1,11,14,25
"rehm, 1981",787,0.569268545377148,0.169268437519002,0.41142245626485,adults,group,cut-off score,not-cbt-based,wl,north america,some concern,1,0,1,11,14,25
"rehm, 1981",788,0.0992864402301209,0.238363907838716,0.488225263417119,adults,group,cut-off score,not-cbt-based,wl,north america,some concern,1,0,1,6,14,20
"rehm, 1981",789,0.692778314161764,0.251175831609293,0.501174452271156,adults,group,cut-off score,not-cbt-based,wl,north america,some concern,1,0,1,6,14,20
"rehm, 1981",790,0.317997939957331,0.240851290643724,0.490766024337183,adults,group,cut-off score,not-cbt-based,wl,north america,some concern,1,0,1,6,14,20
"rehm, 1981",791,0.383995201041447,0.157785473218505,0.397222196281256,adults,group,cut-off score,not-cbt-based,wl,north america,some concern,1,0,1,12,14,26
"rehm, 1981",792,0.162541756365526,0.155303653749985,0.394085845660542,adults,group,cut-off score,not-cbt-based,wl,north america,some concern,1,0,1,12,14,26
"rehm, 1981",793,0.669607760669412,0.163956003619889,0.404914810324208,adults,group,cut-off score,not-cbt-based,wl,north america,some concern,1,0,1,12,14,26
"reins, 2019",794,0.316381755007509,0.0309226720172547,0.175848434787617,adults,guided self-help,diagnosis,not-cbt-based,other ctr,europe,low,4,1,1,65,66,131
"reins, 2019",795,0.283691233706908,0.0308469191336872,0.17563291016688,adults,guided self-help,diagnosis,not-cbt-based,other ctr,europe,low,4,1,1,65,66,131
"reins, 2019",796,0.30151559609457,0.0308871997989,0.175747545641184,adults,guided self-help,diagnosis,not-cbt-based,other ctr,europe,low,4,1,1,65,66,131
"reins, 2019",797,0.118205861810693,0.121588235630145,0.348695046753098,adults,guided self-help,diagnosis,not-cbt-based,other ctr,europe,low,4,1,1,65,65,130
"reins, 2019",798,0.13989699373651,0.0476829778602382,0.218364323689192,adults,guided self-help,diagnosis,not-cbt-based,other ctr,europe,low,4,1,1,65,65,130
"reins, 2019",799,0.166371800243788,0.0429184251869975,0.207167625817833,adults,guided self-help,diagnosis,not-cbt-based,other ctr,europe,low,4,1,1,65,65,130
"reins, 2019",800,0.444484856912233,0.0403749565120225,0.200935204760197,adults,guided self-help,diagnosis,not-cbt-based,other ctr,europe,low,4,1,1,65,65,130
"richards, 2015",801,0.645775684004155,0.0224043552399477,0.14968084459926,adults,guided self-help,cut-off score,cbt-based,wl,europe,some concern,3,0,1,96,92,188
"richards, 2015",802,1.1953975934585,0.122660645034475,0.350229417717123,adults,guided self-help,cut-off score,cbt-based,wl,europe,some concern,3,0,1,96,96,192
"richards, 2015",803,0.883746868935482,0.0623252995178078,0.249650354531709,adults,guided self-help,cut-off score,cbt-based,wl,europe,some concern,3,0,1,96,96,192
"richards, 2018",804,-0.424099563197578,0.151893821720794,0.389735579233913,general medical,individual,cut-off score,cbt-based,cau,europe,low,4,1,1,13,14,27
"richards, 2018",805,-1.0732781524216,0.531936214122273,0.729339573945,general medical,individual,cut-off score,cbt-based,cau,europe,low,4,1,1,7,7,14
"richards, 2018",806,-0.179648754981006,0.191062803439837,0.437107313413808,general medical,individual,cut-off score,cbt-based,cau,europe,low,4,1,1,12,12,24
"rief, 2018",807,1.6878476488765,0.342497373904578,0.585232751906947,adults,individual,diagnosis,not-cbt-based,wl,europe,low,4,1,1,43,43,86
"rief, 2018",808,2.15121777173849,0.338734015655006,0.582008604451005,adults,individual,diagnosis,cbt-based,wl,europe,low,4,1,1,45,45,90
"rief, 2018",809,2.15647435267467,0.340040525654604,0.583129938911221,adults,individual,diagnosis,cbt-based,wl,europe,low,4,1,1,43,43,86
"rief, 2018",810,0.527667123173917,0.048733274024493,0.220756141532898,adults,individual,diagnosis,not-cbt-based,wl,europe,low,4,1,1,43,42,85
"rief, 2018",811,0.816971381781712,0.0499364245268116,0.223464593452322,adults,individual,diagnosis,cbt-based,wl,europe,low,4,1,1,45,42,87
"rief, 2018",812,0.775986276419714,0.0506725148206802,0.225105563726622,adults,individual,diagnosis,cbt-based,wl,europe,low,4,1,1,43,42,85
"ritvo, 2021",813,0.442933165265123,0.0911912410750652,0.301978875213259,adults,guided self-help,diagnosis,cbt-based,cau,north america,low,4,1,1,22,23,45
"ritvo, 2021",814,0.694516199727266,0.0944854001811828,0.30738477545445,adults,guided self-help,diagnosis,cbt-based,cau,north america,low,4,1,1,22,23,45
"rizvi, 2015",815,0.296894416161054,0.147500261571634,0.384057627930541,adults,individual,diagnosis,cbt-based,wl,north america,some concern,1,0,1,18,18,36
"rizvi, 2015",816,0,0.128340165946961,0.358245957335126,adults,individual,diagnosis,cbt-based,wl,north america,some concern,1,0,1,18,18,36
"rohan, 2007",817,0.986506528923088,0.150466874166296,0.387900598306185,adults,group,diagnosis,cbt-based,wl,north america,some concern,3,0,1,15,15,30
"rohan, 2007",818,0.877787312337102,0.146898520633273,0.383273428029224,adults,group,diagnosis,cbt-based,wl,north america,some concern,3,0,1,15,15,30
"rohan, 2007",819,1.02446088006195,0.151810609693289,0.389628810142793,adults,group,diagnosis,cbt-based,wl,north america,some concern,3,0,1,15,15,30
"rohan, 2007",820,0.91447480475632,0.194813003094131,0.441376260229446,adults,group,diagnosis,cbt-based,wl,north america,some concern,3,0,1,15,15,30
"rohan, 2007",821,1.34403455412171,0.407094041420107,0.638039216208618,adults,group,diagnosis,cbt-based,wl,north america,some concern,3,0,1,15,15,30
"rohan, 2007",822,0.526144386804652,0.21108579925487,0.459440746184827,adults,group,diagnosis,cbt-based,wl,north america,some concern,3,0,1,15,15,30
"rohan, 2007",823,1.54673848204797,0.278987524889304,0.52819269673984,adults,other formats,diagnosis,cbt-based,wl,north america,some concern,3,0,1,15,15,30
"rohan, 2007",824,1.60440296671547,0.178651685393258,0.42267207784908,adults,other formats,diagnosis,cbt-based,wl,north america,some concern,3,0,1,15,15,30
"rohan, 2007",825,1.48729454045647,0.407094041420107,0.638039216208618,adults,other formats,diagnosis,cbt-based,wl,north america,some concern,3,0,1,15,15,30
"rohan, 2007",826,1.50400174201742,0.173157241223614,0.416121666371284,adults,other formats,diagnosis,cbt-based,wl,north america,some concern,3,0,1,15,15,30
"rohan, 2007",827,1.28629843987044,0.23027541736895,0.479870208878348,adults,other formats,diagnosis,cbt-based,wl,north america,some concern,3,0,1,15,15,30
"rohan, 2007",828,1.83628335185007,0.192697802656864,0.43897357854074,adults,other formats,diagnosis,cbt-based,wl,north america,some concern,3,0,1,15,15,30
"rohde, 2016",829,0.804239143648296,0.0736015166031685,0.271295994447335,student population,group,subclinical depression,cbt-based,other ctr,north america,some concern,3,0,1,28,31,59
"rohde, 2016",830,0.611265010977736,0.0712242170077052,0.266878655961291,student population,group,subclinical depression,cbt-based,other ctr,north america,some concern,3,0,1,28,31,59
"rohricht, 2013",831,0.920473721010897,0.194068701143962,0.440532292963821,adults,group,diagnosis,not-cbt-based,wl,europe,low,4,1,1,11,12,23
"ross, 1985",832,1.48349278994312,0.125527338950167,0.354298375596286,adults,other formats,diagnosis,cbt-based,wl,europe,some concern,1,0,1,20,21,41
"ross, 1985",833,1.47161561481913,0.125082247814374,0.35366968744066,adults,other formats,diagnosis,cbt-based,wl,europe,some concern,1,0,1,20,21,41
"rosso, 2017",834,0.785627041733363,0.0561165352058593,0.236889288921765,adults,guided self-help,diagnosis,cbt-based,other ctr,north america,some concern,2,0,1,37,40,77
"rosso, 2017",835,0.937921881209096,0.0578557252334922,0.240532170890906,adults,guided self-help,diagnosis,cbt-based,other ctr,north america,some concern,2,0,1,37,40,77
"rosso, 2017",836,0.781184172463377,0.0560704121111414,0.236791917326461,adults,guided self-help,diagnosis,cbt-based,other ctr,north america,some concern,2,0,1,37,40,77
"rosso, 2017",837,0.994732327056077,0.0861065578518893,0.293439189359379,adults,guided self-help,diagnosis,cbt-based,other ctr,north america,some concern,2,0,1,37,37,74
"rosso, 2017",838,1.0183851642017,0.0792692898886788,0.281548024124977,adults,guided self-help,diagnosis,cbt-based,other ctr,north america,some concern,2,0,1,37,37,74
"rosso, 2017",839,1.21049289894335,0.102949559808018,0.320857538181695,adults,guided self-help,diagnosis,cbt-based,other ctr,north america,some concern,2,0,1,37,37,74
"rude, 1986",840,1.0279,0.10673289,0.3267,adults,group,cut-off score,not-cbt-based,wl,north america,some concern,1,0,1,NA,NA,NA
"russell, 2019",841,0.425855238017274,0.0774652680345918,0.278325830699545,other target groups,guided self-help,cut-off score,cbt-based,cau,europe,some concern,3,0,1,31,23,54
"russell, 2019",842,-0.0675390129703209,0.0959143156473628,0.309700364299693,other target groups,guided self-help,cut-off score,cbt-based,cau,europe,some concern,3,0,1,27,17,44
"russell, 2019",843,0.523319383997,0.0783472254178786,0.279905743810088,other target groups,guided self-help,cut-off score,cbt-based,cau,europe,some concern,3,0,1,31,23,54
"ruwaard, 2009",844,0.830926864220176,0.0899157019715648,0.299859470371647,adults,guided self-help,cut-off score,cbt-based,wl,europe,some concern,3,0,1,36,18,54
"ruwaard, 2009",845,0.519658040960335,0.0859078274523117,0.293100370952191,adults,guided self-help,cut-off score,cbt-based,wl,europe,some concern,3,0,1,36,18,54
"ruwaard, 2009",846,0.847330715045857,0.0901781607051832,0.300296787703737,adults,guided self-help,cut-off score,cbt-based,wl,europe,some concern,3,0,1,36,18,54
"ruwaard, 2009",847,0.397923761856003,0.118370421274462,0.344050027284495,adults,guided self-help,cut-off score,cbt-based,wl,europe,some concern,3,0,1,36,36,72
"ruwaard, 2009",848,1.47452591826577,0.357728345678401,0.598103958922193,adults,guided self-help,cut-off score,cbt-based,wl,europe,some concern,3,0,1,35,35,70
"ruzickova, 2021",849,0.64258107804303,0.0619301038062284,0.248857597445263,adults,other formats,cut-off score,cbt-based,cau,europe,some concern,1,0,1,34,34,68
"safren, 2009",850,0.721784705860298,0.0949299782419231,0.308107088918647,general medical,individual,diagnosis,cbt-based,wl,north america,some concern,2,0,1,23,22,45
"safren, 2009",851,0.568769631695628,0.0926567572396734,0.30439572473948,general medical,individual,diagnosis,cbt-based,wl,north america,some concern,2,0,1,23,22,45
"safren, 2014",852,0.652121556450411,0.0485196218921205,0.220271700161688,general medical,individual,diagnosis,cbt-based,cau,north america,some concern,3,0,1,45,42,87
"safren, 2016",853,0.516325850573866,0.0319886163190148,0.178853617014068,general medical,individual,diagnosis,cbt-based,cau,north america,some concern,3,0,1,94,49,143
"safren, 2016",854,0.331278081025448,0.0314343078426007,0.177297230216946,general medical,individual,diagnosis,cbt-based,cau,north america,some concern,3,0,1,94,49,143
"safren, 2016",855,0.464531708634902,0.0314642196040494,0.177381565006202,general medical,individual,diagnosis,not-cbt-based,cau,north america,some concern,3,0,1,97,49,146
"safren, 2016",856,0.225193845600266,0.0308929402799652,0.175763876493338,general medical,individual,diagnosis,not-cbt-based,cau,north america,some concern,3,0,1,97,49,146
"safren, 2021",857,0.653783764438715,0.0261857434595113,0.161820095969293,general medical,individual,diagnosis,cbt-based,cau,other region,some concern,3,0,1,80,81,161
"safren, 2021",858,0.633321423424959,0.0261031726045892,0.161564762880367,general medical,individual,diagnosis,cbt-based,cau,other region,some concern,3,0,1,80,81,161
"salamanca-sanabria, 2020",859,0.897986989794653,0.0716260176594158,0.267630375068705,student population,guided self-help,cut-off score,cbt-based,wl,other region,some concern,3,0,1,21,54,75
"salamanca-sanabria, 2020",860,1.05901821223248,0.105885872102536,0.325401094193821,student population,guided self-help,cut-off score,cbt-based,wl,other region,some concern,3,0,1,21,21,42
"saloheimo, 2016",861,0,0.0545119818426612,0.23347801147573,adults,individual,diagnosis,not-cbt-based,cau,europe,some concern,3,0,1,46,46,92
"saloheimo, 2016",862,0.457374638026634,0.0579446186591541,0.240716884865092,adults,group,diagnosis,cbt-based,cau,europe,some concern,3,0,1,42,42,84
"sander, 2020",863,0.42284428693507,0.0138653294640968,0.11775113360005,general medical,guided self-help,subclinical depression,cbt-based,cau,europe,low,4,1,1,149,146,295
"sander, 2020",864,0.341860037985892,0.0271970353834953,0.164915236965828,general medical,guided self-help,subclinical depression,cbt-based,cau,europe,low,4,1,1,149,149,298
"sander, 2020",865,0.254404279701873,0.0302970205989344,0.174060393538951,general medical,guided self-help,subclinical depression,cbt-based,cau,europe,low,4,1,1,149,149,298
"sander, 2020",866,-0.822396543975242,0.0994230911768895,0.315314273665005,general medical,guided self-help,subclinical depression,cbt-based,cau,europe,low,4,1,1,149,149,298
"savard, 2006",867,0.685634314644339,0.116755028928115,0.341694350155391,general medical,individual,cut-off score,cbt-based,wl,north america,some concern,3,0,1,21,16,37
"savard, 2006",868,0.222178303807082,0.110815872032322,0.332890180138018,general medical,individual,cut-off score,cbt-based,wl,north america,some concern,3,0,1,21,16,37
"savard, 2006",869,1.10069339319457,0.127221279218597,0.356680920738126,general medical,individual,cut-off score,cbt-based,wl,north america,some concern,3,0,1,21,16,37
"savari, 2021",870,1.65067467038298,0.181303383250139,0.425797349980174,student population,group,diagnosis,cbt-based,wl,other region,some concern,3,0,1,15,15,30
"schlicker, 2020",871,0.425532778272758,0.0539936859541545,0.23236541471173,general medical,guided self-help,diagnosis,cbt-based,wl,europe,low,4,1,1,40,36,76
"schlicker, 2020",872,0.297239578723963,0.0533710418047302,0.23102173448559,general medical,guided self-help,diagnosis,cbt-based,wl,europe,low,4,1,1,40,36,76
"schlicker, 2020",873,0.283065910331081,0.0708876075614582,0.266247267707029,general medical,guided self-help,diagnosis,cbt-based,wl,europe,low,4,1,1,40,40,80
"schmidt, 1983",874,1.7130446407002,0.255396224583879,0.505367415435423,adults,guided self-help,cut-off score,cbt-based,wl,north america,some concern,1,0,1,12,10,22
"schmidt, 1983",875,1.33988064460999,0.227419927409828,0.476885654439121,adults,guided self-help,cut-off score,cbt-based,wl,north america,some concern,1,0,1,12,10,22
"schmidt, 1983",876,1.25771680464035,0.222178773674915,0.471358434394586,adults,guided self-help,cut-off score,cbt-based,wl,north america,some concern,1,0,1,12,10,22
"schmidt, 1983",877,1.30686944767277,0.225274328549034,0.474630728618611,adults,guided self-help,cut-off score,cbt-based,wl,north america,some concern,1,0,1,12,10,22
